Index,Compound name,A_site,A'_site,B_site,B'_site,C_A,C_A',Cn_A,Cn_A',C_B,C_B',Cn_B,Cn_B',r_Asite,r_A'site,r_Bsite,r_B'site,Avg_AA',Avg_BB',TF,Energy,Fermi_energy,_cell_length_a,_cell_length_b,_cell_length_c,_cell_angle_alpha,_cell_angle_beta,_cell_angle_gamma,_cell_volume,space_group_LS,Space_group_No_LS,space_group_HS,Space_group_No_HS,Total_mag_Outcar,mag_B,mag_B',mag_O,A_s,A_p,A_d,A'_s,A'_p,A'_d,B_s,B_p,B_d,B'_s,B'_p,B'_d,O_s,O_p,dis_x_A1,dis_x_A2,dis_y_A1,dis_y_A2,dis_x_A'1,dis_x_A'2,dis_y_A'1,dis_y_A'2,|x_A_dis|,|y_A_dis|,|x_A'_dis|,|y_A'_dis|,|A_dis|,|A'_dis|,tilt_angle,rot_angle,target_label
Comp_40,BiSnMnNiO6_L,Bi,Sn,Mn,Ni,3,2,8,8,4,3,6,6,1.17,0.81,0.53,0.69,0.67,0.61,0.728862974,-124.575506,6.99416507,5.252862,5.490968,7.583699,90,89.670219,90,218.735295,P21,4,P4/nmm,129,8.299,2.416,1.7375,0.021333333,1.875,1.3005,0.2625,1.33,1.2165,0.4045,0.349,0.552,4.934,0.356,0.463,8.215,1.5715,3.41,-0.013277373,0.013277353,-0.053098339,-0.053098339,0.015588288,-0.015588308,0.06589745,0.06589743,0.013277363,0.053098339,0.015588298,0.06589744,0.054733189,0.067716081,19.9638625,22.96442264,1
Comp_41,BiSnMnNiO6_R,Bi,Sn,Mn,Ni,3,2,8,8,4,3,6,6,1.17,0.81,0.53,0.69,0.67,0.61,0.728862974,-124.705831,6.75943966,5.276171,5.515243,7.590504,90.331879,89.703667,90.165451,220.871269,Pc,7,F-4 3m,216,9.602,2.6875,1.743,0.054166667,1.881,1.2675,0.264,1.3765,1.209,0.3965,0.3515,0.553,4.8835,0.3535,0.4575,8.203,1.570833333,3.412,-0.013832635,-0.008228478,-0.058067433,-0.058067433,0.022826154,0.012262086,-0.071853877,0.042364169,0.011030557,0.058067433,0.01754412,0.057109023,0.059105837,0.059743089,14.04028934,21.79970362,2
Comp_42,BiZnMnNiO6_C,Bi,Zn,Mn,Ni,3,2,8,8,4,3,6,6,1.17,0.9,0.53,0.69,0.715,0.61,0.74510002,-118.350144,4.63888943,5.190331,5.292397,7.57185,90.243454,90.058487,92.717575,207.757405,P-1,2,P42/mmc,131,8.358,2.6125,1.7215,-0.0185,1.759,1.422,0.364,0.428,0.418,9.876,0.369,0.596,4.874,0.366,0.479,8.212,1.5675,3.411666667,-0.015777047,0.015777047,-0.063643923,-0.063643923,-0.008052348,0.008052308,-0.0274715,0.027471459,0.015777047,0.063643923,0.008052328,0.027471479,0.065570299,0.028627298,18.18936438,24.2386746,0
Comp_43,BiZnMnNiO6_L,Bi,Zn,Mn,Ni,3,2,8,8,4,3,6,6,1.17,0.9,0.53,0.69,0.715,0.61,0.74510002,-117.92224,4.67881327,5.2636,5.309097,7.434524,90,89.853683,90,207.756828,P21,4,P4/nmm,129,8.103,2.6135,1.73,-0.037416667,1.7575,1.4675,0.385,0.415,0.392,9.8725,0.364,0.576,4.8675,0.36,0.4625,8.198,1.56825,3.408583333,-0.017619269,0.017619249,-0.057354357,-0.057354357,-0.024409255,0.024409234,0.022875308,0.022875287,0.017619259,0.057354357,0.024409245,0.022875298,0.059999671,0.033452809,22.52500063,32.05148532,1
Comp_44,BiZnMnNiO6_R,Bi,Zn,Mn,Ni,3,2,8,8,4,3,6,6,1.17,0.9,0.53,0.69,0.715,0.61,0.74510002,-118.028907,4.72445168,5.162779,5.326446,7.498494,89.99807,89.817932,89.998924,206.202009,Pc,7,F-4 3m,216,8.35,2.626,1.718,-0.0205,1.759,1.4595,0.367,0.393,0.368,9.878,0.369,0.596,4.876,0.365,0.483,8.219,1.5685,3.407666667,-0.014159221,-0.014137839,-0.061333484,-0.061333484,0.014220927,0.014265099,-0.04361449,0.043613222,0.01414853,0.061333484,0.014243013,0.043613856,0.062944239,0.045880626,18.55827823,22.82494131,2
Comp_45,CaCeMnNiO6_C,Ca,Ce,Mn,Ni,2,4,8,8,4,2,6,6,1.12,0.97,0.53,0.69,1.045,0.61,0.864171694,-145.855433,5.12224606,5.26786,5.464673,7.523501,90.216698,89.904251,89.815346,216.57703,P-1,2,P42/mmc,131,9.701,2.7085,1.726,0.057166667,2.032,5.871,0.287,1.966,5.632,0.754,0.3645,0.593,4.8865,0.369,0.4995,8.234,1.561,3.4485,-0.014273875,0.014273875,-0.057078531,-0.057078531,0.01762058,-0.01762062,-0.063941096,0.063941056,0.014273875,0.057078531,0.0176206,0.063941076,0.058836232,0.066324556,16.1228957,21.24058116,0
Comp_46,CaCeMnNiO6_L,Ca,Ce,Mn,Ni,2,4,8,8,4,2,6,6,1.12,0.97,0.53,0.69,1.045,0.61,0.864171694,-145.649234,5.1464976,5.285798,5.453618,7.511146,90,89.719521,90,216.519139,P21,4,P4/nmm,129,9.688,2.686,1.731,0.059916667,2.032,5.868,0.283,1.966,5.635,0.736,0.367,0.591,4.9035,0.371,0.5035,8.237,1.561,3.4485,-0.010813964,0.010813944,-0.052605338,-0.052605338,0.010270835,-0.010270855,0.057404701,0.057404681,0.010813954,0.052605338,0.010270845,0.057404691,0.053705337,0.058316283,14.49727681,21.09192116,1
Comp_47,CaCeMnNiO6_R,Ca,Ce,Mn,Ni,2,4,8,8,4,2,6,6,1.12,0.97,0.53,0.69,1.045,0.61,0.864171694,-145.874466,5.12122428,5.260381,5.469502,7.500923,90.002045,89.822502,90.00415,215.813034,Pc,4,P4/nmm,129,9.701,2.706,1.7265,0.056833333,2.032,5.873,0.294,1.966,5.628,0.753,0.365,0.595,4.888,0.369,0.4985,8.233,1.560833333,3.449416667,-0.013949245,-0.014009435,-0.0588433,-0.0588433,0.017188757,0.017230439,-0.062845331,0.062865749,0.01397934,0.0588433,0.017209598,0.06285554,0.060481038,0.065168928,15.00043758,20.17819524,2
Comp_48,CaHfMnNiO6_C,Ca,Hf,Mn,Ni,2,4,8,8,4,2,6,6,1.12,0.83,0.53,0.69,0.68,0.61,0.732471206,-142.894,4.80082012,5.10002,5.463908,7.316264,90.651047,89.78923,89.482407,203.852365,P-1,2,P42/mmc,131,9.74,2.7425,1.7305,0.0585,2.037,5.882,0.319,0.483,0.755,2.141,0.3645,0.59,4.879,0.3735,0.502,8.244,1.554666667,3.481,-0.016570407,0.016570407,-0.073995789,-0.073995789,0.033299582,-0.033299623,-0.081391946,0.081391905,0.016570407,0.073995789,0.033299603,0.081391925,0.075828459,0.087940372,22.44167463,26.20869872,0
Comp_49,CaHfMnNiO6_L,Ca,Hf,Mn,Ni,2,4,8,8,4,2,6,6,1.12,0.83,0.53,0.69,0.68,0.61,0.732471206,-142.505,4.85639639,5.0511,5.426116,7.448697,90,89.465973,90,204.143934,P21,4,P4/nmm,129,9.713,2.7075,1.738,0.0625,2.0375,5.875,0.3115,0.473,0.765,2.0905,0.369,0.593,4.905,0.374,0.504,8.2445,1.554833333,3.482416667,-0.009440005,0.009439985,-0.056221766,-0.056221766,0.023265091,-0.023265111,0.09052369,0.09052367,0.009439995,0.056221766,0.023265101,0.09052368,0.057008776,0.09346551,21.46631795,26.13796445,1
Comp_50,CaHfMnNiO6_R,Ca,Hf,Mn,Ni,2,4,8,8,4,2,6,6,1.12,0.83,0.53,0.69,0.68,0.61,0.732471206,-142.4361,4.53696983,5.088468,5.439291,7.392051,89.979576,89.643684,90.016022,204.590675,Pc,7,F-4 3m,216,9.73,2.7385,1.736,0.05725,2.036,5.881,0.3125,0.495,0.763,2.1845,0.363,0.586,4.8795,0.3695,0.496,8.2345,1.554666667,3.480416667,-0.017458961,-0.016832873,-0.066145858,-0.066145858,0.035278116,0.035702388,-0.077981786,0.07774987,0.017145917,0.066145858,0.035490252,0.077865828,0.068331962,0.085572455,17.76735277,16.45288419,2
Comp_51,CaPbMnNiO6_C,Ca,Pb,Mn,Ni,2,4,8,8,4,2,6,6,1.12,0.94,0.53,0.69,1.03,0.61,0.858759345,-126.184813,4.19126369,5.226743,5.456916,7.516864,90.376236,89.975159,89.733513,214.388271,P-1,2,P42/mmc,131,9.713,2.74,1.7295,0.0565,2.035,5.876,0.297,1.432,1.511,0.489,0.364,0.586,4.857,0.3655,0.4825,8.2165,1.565833333,3.419166667,-0.015143981,0.015143981,-0.060606992,-0.060606992,0.026526974,-0.026527015,-0.06723784,0.0672378,0.015143981,0.060606992,0.026526995,0.06723782,0.062470374,0.072281435,18.7671746,21.30535805,0
Comp_52,CaPbMnNiO6_L,Ca,Pb,Mn,Ni,2,4,8,8,4,2,6,6,1.12,0.94,0.53,0.69,1.03,0.61,0.858759345,-125.993509,4.36412776,5.229857,5.459239,7.498553,90,89.781181,90,214.089946,P21,4,P4/nmm,129,9.684,2.6815,1.7365,0.064166667,2.034,5.872,0.2995,1.4265,1.4735,0.479,0.369,0.587,4.8905,0.3685,0.49,8.221,1.567,3.417916667,-0.011060283,0.011060262,-0.057727742,-0.057727742,0.014454148,-0.014454168,0.06917684,0.06917682,0.011060272,0.057727742,0.014454158,0.06917683,0.058777733,0.070670762,17.31701956,23.54175097,1
Comp_53,CaPbMnNiO6_R,Ca,Pb,Mn,Ni,2,4,8,8,4,2,6,6,1.12,0.88,0.53,0.69,1,0.61,0.847934648,-126.272914,4.19256646,5.219304,5.457958,7.535776,90.004784,89.810616,89.999611,214.668498,Pc,4,P4/nmm,129,9.703,2.733,1.734,0.057416667,2.034,5.876,0.294,1.437,1.529,0.4925,0.364,0.583,4.862,0.364,0.4785,8.213,1.566166667,3.418083333,-0.016379517,-0.016149625,-0.057872007,-0.057872007,0.025870966,0.025935594,-0.066535932,0.066491907,0.016264571,0.057872007,0.02590328,0.06651392,0.060114104,0.071379839,16.15290175,17.36650669,2
Comp_54,CaSnMnNiO6_L,Ca,Sn,Mn,Ni,2,4,8,8,4,2,6,6,1.12,0.81,0.53,0.69,0.67,0.61,0.728862974,-121.4833,5.1441985,5.1159,5.393314,7.482066,90,89.613426,90,206.437887,P21,4,P4/nmm,129,9.7,2.7065,1.7395,0.061166667,2.037,5.876,0.3155,1.1045,1.4915,0.593,0.37,0.5895,4.8975,0.372,0.498,8.2355,1.561583333,3.448333333,-0.010037064,0.010037044,-0.055386396,-0.055386396,0.016286764,-0.016286784,0.078313905,0.078313885,0.010037054,0.055386396,0.016286774,0.078313895,0.056288501,0.079989532,20.72062709,25.99924784,1
Comp_55,CaSnMnNiO6_R,Ca,Sn,Mn,Ni,2,4,8,8,4,2,6,6,1.12,0.81,0.53,0.69,0.67,0.61,0.728862974,-121.6156,4.8153733,5.177986,5.408718,7.492898,90.003563,88.914925,90.002884,209.810461,Pc,7,F-4 3m,216,9.717,2.751,1.7485,0.0535,2.036,5.881,0.306,1.134,1.63,0.663,0.359,0.57,4.858,0.36,0.465,8.203,1.5605,3.448833333,-0.013814923,-0.013876948,-0.052501261,-0.052501261,0.011152698,0.011258236,-0.055016023,0.055040965,0.013845935,0.052501261,0.011205467,0.055028494,0.054296338,0.056157793,17.73337573,18.57846668,2
Comp_56,CaTbMnNiO6_C,Ca,Tb,Mn,Ni,2,4,8,8,4,2,6,6,1.12,0.88,0.53,0.69,1,0.61,0.847934648,-140.544749,3.27583853,5.240056,5.436533,7.397155,90.110886,89.980034,90.473145,210.720645,P-1,2,P42/mmc,131,7.9,2.5715,1.5415,-0.0325,2.033,5.873,0.294,0.275,6.667,1.322,0.3765,0.6125,4.882,0.395,0.5585,8.2375,1.559833333,3.445416667,-0.015620126,0.015620126,-0.059139148,-0.059139148,0.014459988,-0.014460028,-0.063617607,0.063617566,0.015620126,0.059139148,0.014460008,0.063617586,0.061167207,0.065240242,15.02894082,21.33379434,0
Comp_57,CaTbMnNiO6_L,Ca,Tb,Mn,Ni,2,4,8,8,4,2,6,6,1.12,0.88,0.53,0.69,1,0.61,0.847934648,-136.1114743,3.3065388,5.228537,5.412883,7.450565,90,90.031136,90,210.861853,P21,4,P4/nmm,129,7.887,2.51,1.57,-0.027666667,2.033,5.871,0.2935,0.274,6.665,1.311,0.382,0.62,4.8885,0.392,0.551,8.2375,1.56,3.445666667,-0.013183913,0.013183892,-0.055736636,-0.055736636,0.015254845,-0.015254865,0.064681387,0.064681367,0.013183902,0.055736636,0.015254855,0.064681377,0.057274671,0.066455933,14.29812724,20.00198616,1
Comp_58,CaTbMnNiO6_R,Ca,Tb,Mn,Ni,2,4,8,8,4,2,6,6,1.12,0.88,0.53,0.69,1,0.61,0.847934648,-126.272914,3.27780812,5.234625,5.439126,7.395919,90.002007,90.009918,89.995911,210.574984,Pc,7,F-4 3m,216,7.889,2.554,1.55,-0.031583333,2.033,5.874,0.297,0.275,6.661,1.317,0.378,0.614,4.882,0.394,0.557,8.238,1.559666667,3.445166667,-0.012812688,-0.012863814,-0.0560163,-0.0560163,0.017612685,0.017563498,-0.068219618,0.068232119,0.012838251,0.0560163,0.017588091,0.068225869,0.057468657,0.070456441,14.11184695,19.62344812,2
Comp_59,CaZrMnNiO6_C,Ca,Zr,Mn,Ni,2,4,8,8,4,2,6,6,1.12,0.84,0.53,0.69,0.685,0.61,0.734275323,-140.7433,4.62535147,5.123806,5.47614,7.33859,90.541061,89.658035,89.629677,205.893902,P-1,2,P42/mmc,131,9.741,2.741,1.7295,0.0575,2.037,5.88,0.314,0.477,0.739,2.281,0.3645,0.591,4.88,0.3735,0.5025,8.2445,1.557166667,3.47,-0.017265021,0.017265021,-0.071925799,-0.071925799,0.030739074,-0.030739114,-0.080536396,0.080536355,0.017265021,0.071925799,0.030739094,0.080536375,0.073968922,0.086203246,21.50826535,25.58711366,0
Comp_60,CaZrMnNiO6_L,Ca,Zr,Mn,Ni,2,4,8,8,4,2,6,6,1.12,0.84,0.53,0.69,0.685,0.61,0.734275323,-140.3711,4.6571859,5.079934,5.456175,7.442442,90,89.465073,90,206.27325,P21,4,P4/nmm,129,9.714,2.706,1.737,0.06175,2.0365,5.874,0.307,0.472,0.7565,2.2315,0.369,0.5925,4.905,0.374,0.5035,8.2425,1.55725,3.47125,-0.009432507,0.009432486,-0.057806171,-0.057806171,0.023732587,-0.023732607,0.088606432,0.088606411,0.009432497,0.057806171,0.023732597,0.088606421,0.058570687,0.091729679,20.47615835,25.59441146,1
Comp_61,CaZrMnNiO6_R,Ca,Zr,Mn,Ni,2,4,8,8,4,2,6,6,1.12,0.84,0.53,0.69,0.685,0.61,0.734275323,-140.305,4.46451065,5.106426,5.460866,7.395779,89.998497,89.587029,90.000565,206.229678,Pc,7,F-4 3m,216,9.738,2.736,1.734,0.057,2.035,5.88,0.31,0.487,0.74,2.319,0.364,0.588,4.881,0.37,0.497,8.235,1.557333333,3.469333333,-0.017445599,-0.017414833,-0.066145896,-0.066145896,0.032575916,0.032534453,-0.078544107,0.078542973,0.017430216,0.066145896,0.032555185,0.07854354,0.068403889,0.085023101,17.2296988,17.72211131,2
Comp_62,CdCeMnNiO6_C,Cd,Ce,Mn,Ni,2,4,8,8,4,2,6,6,1.1,0.97,0.53,0.69,1.035,0.61,0.860563462,-129.2762375,4.8750051,5.28479,5.387115,7.580156,90.234474,90.113403,89.620285,215.798349,P-1,2,P42/mmc,131,9.703,2.726,1.7315,0.0525,0.32,0.259,9.6455,1.966,5.634,0.734,0.363,0.5885,4.877,0.365,0.489,8.2265,1.5635,3.431,-0.006551954,0.006551954,-0.04332306,-0.04332306,0.012510455,-0.012510496,-0.05574846,0.055748419,0.006551954,0.04332306,0.012510476,0.05574844,0.043815701,0.057134933,15.66764076,24.5160138,0
Comp_63,CdCeMnNiO6_L,Cd,Ce,Mn,Ni,2,4,8,8,4,2,6,6,1.1,0.97,0.53,0.69,1.035,0.61,0.860563462,-126.272914,4.81698562,5.319779,5.390811,7.540597,90,89.890251,90,216.248292,P21,4,P4/nmm,129,9.695,2.716,1.7405,0.05275,0.3185,0.252,9.6415,1.967,5.6365,0.752,0.363,0.5795,4.88,0.362,0.4815,8.2185,1.564333333,3.429416667,-0.003844445,0.003844425,-0.039074097,-0.039074097,0.012219051,-0.012219072,0.052181884,0.052181863,0.003844435,0.039074097,0.012219061,0.052181873,0.039262766,0.053593408,14.95855374,19.8629913,1
Comp_64,CdCeMnNiO6_R,Cd,Ce,Mn,Ni,2,4,8,8,4,2,6,6,1.1,0.97,0.53,0.69,1.035,0.61,0.860563462,-129.1248519,4.82595172,5.267861,5.428395,7.539093,89.999634,89.825912,89.996986,215.587144,Pc,7,F-4 3m,216,9.704,2.716,1.733,0.0535,0.308,0.255,9.656,1.966,5.628,0.75,0.363,0.589,4.876,0.363,0.4835,8.219,1.564,3.430833333,-0.011088101,-0.01106246,-0.049735864,-0.049735864,0.016581005,0.01650776,-0.058560661,0.058557173,0.01107528,0.049735864,0.016544383,0.058558917,0.050954077,0.060851158,16.26871237,21.17100484,2
Comp_65,CdHfMnNiO6_C,Cd,Hf,Mn,Ni,2,4,8,8,4,2,6,6,1.1,0.83,0.53,0.69,0.68,0.61,0.732471206,-130.7081,4.52961882,5.13305,5.418642,7.324296,90.454735,89.658447,89.631035,203.704827,P-1,2,P42/mmc,131,9.744,2.769,1.737,0.052666667,0.319,0.272,9.661,0.482,0.753,2.129,0.3615,0.582,4.866,0.3675,0.491,8.237,1.5575,3.462833333,-0.015746443,0.015746443,-0.066222663,-0.066222663,0.026371681,-0.026371721,-0.077977825,0.077977784,0.015746443,0.066222663,0.026371701,0.077977804,0.068069021,0.08231649,22.13906545,26.36985291,0
Comp_66,CdHfMnNiO6_R,Cd,Hf,Mn,Ni,2,4,8,8,4,2,6,6,1.1,0.83,0.53,0.69,0.68,0.61,0.732471206,-130.2368,4.37311565,5.098162,5.407496,7.415311,89.994858,89.622871,90.001289,204.423016,Pc,7,F-4 3m,216,9.735,2.76,1.744,0.051916667,0.31,0.27,9.668,0.495,0.761,2.174,0.36,0.578,4.863,0.362,0.481,8.222,1.5575,3.46175,-0.013903512,-0.013837715,-0.060919868,-0.060919868,0.03354054,0.033541249,-0.077000383,0.077017525,0.013870614,0.060919868,0.033540894,0.077008954,0.062478991,0.083996254,18.68540335,17.9995587,2
Comp_67,CdPbMnNiO6_C,Cd,Pb,Mn,Ni,2,4,8,8,4,2,6,6,1.1,0.94,0.53,0.69,0.735,0.61,0.752316485,-115.2454,3.95855221,5.227337,5.421197,7.550588,90.282745,89.889099,89.960739,213.968725,P-1,2,P42/mmc,131,9.711,2.7655,1.737,0.049666667,0.318,0.267,9.651,1.434,1.518,0.491,0.361,0.576,4.8415,0.3605,0.4695,8.206,1.569333333,3.399333333,-0.017517056,0.017517056,-0.051025261,-0.051025261,0.022875449,-0.02287549,-0.064295724,0.064295684,0.017517056,0.051025261,0.022875469,0.064295704,0.05394835,0.068243862,19.20966912,21.16223904,0
Comp_68,CdPbMnNiO6_L,Cd,Pb,Mn,Ni,2,4,8,8,4,2,6,6,1.1,0.94,0.53,0.69,0.735,0.61,0.752316485,-115.1135,3.97833503,5.266224,5.396858,7.530493,90,89.765198,90,214.022799,P21,4,P4/nmm,129,9.697,2.73,1.746,0.0535,0.327,0.268,9.643,1.4185,1.5125,0.501,0.364,0.574,4.86,0.3605,0.4695,8.2035,1.569666667,3.400666667,0.004242657,-0.004242677,-0.037561857,-0.037561857,0.016535162,-0.016535182,0.064527206,0.064527186,0.004242667,0.037561857,0.016535172,0.064527196,0.037800705,0.066612093,17.73716236,23.00613774,1
Comp_69,CdPbMnNiO6_R,Cd,Pb,Mn,Ni,2,4,8,8,4,2,6,6,1.1,0.94,0.53,0.69,0.735,0.61,0.752316485,-115.2057,3.91626573,5.22192,5.418425,7.568399,89.999001,89.851135,90.007751,214.143957,Pc,7,F-4 3m,216,9.706,2.758,1.74,0.0505,0.312,0.263,9.656,1.439,1.5335,0.49,0.361,0.576,4.845,0.358,0.465,8.202,1.569166667,3.398666667,-0.014986151,-0.014937934,-0.050201866,-0.050201866,0.02514643,0.0251467,-0.065168513,0.065183224,0.014962042,0.050201866,0.025146565,0.065175868,0.052384063,0.06985874,17.42920744,18.33974574,2
Comp_70,CdSnMnNiO6_C,Cd,Sn,Mn,Ni,2,4,8,8,4,2,6,6,1.1,0.81,0.53,0.69,0.955,0.61,0.831697601,-109.4646258,4.61486704,5.140851,5.370658,7.495371,90.544746,90.074829,89.636307,206.931681,P-1,2,P42/mmc,131,9.727,2.7875,1.741,0.047166667,0.319,0.274,9.66,1.125,1.5715,0.62,0.3595,0.574,4.8435,0.3625,0.474,8.217,1.563333333,3.431333333,-0.014690211,0.014690211,-0.05947259,-0.05947259,0.033098323,-0.033098363,-0.069430437,0.069430396,0.014690211,0.05947259,0.033098343,0.069430417,0.061260029,0.076916078,22.32228503,23.18631811,0
Comp_71,CdSnMnNiO6_L,Cd,Sn,Mn,Ni,2,4,8,8,4,2,6,6,1.1,0.81,0.53,0.69,0.955,0.61,0.831697601,-126.272914,4.66929265,5.152507,5.321989,7.533529,90,89.684052,90,206.578141,P21,4,P4/nmm,129,9.71,2.745,1.75,0.051833333,0.336,0.285,9.646,1.101,1.519,0.6125,0.365,0.577,4.869,0.3625,0.475,8.216,1.563833333,3.431833333,0.003008184,-0.003008204,-0.035788597,-0.035788597,0.01992906,-0.01992908,0.073630812,0.073630792,0.003008194,0.035788597,0.01992907,0.073630802,0.035914801,0.07628016,21.12721217,24.85749715,1
Comp_72,CdSnMnNiO6_R,Cd,Sn,Mn,Ni,2,4,8,8,4,2,6,6,1.1,0.81,0.53,0.69,0.955,0.61,0.831697601,-109.4196451,4.66748174,5.125623,5.375266,7.533499,90.001045,89.907387,89.999306,207.559582,Pc,7,F-4 3m,216,9.719,2.778,1.7465,0.048166667,0.313,0.269,9.663,1.132,1.606,0.632,0.359,0.57,4.846,0.36,0.469,8.21,1.563,3.431333333,-0.016049032,-0.016056342,-0.054981412,-0.054981412,0.035081879,0.035094736,-0.068514302,0.068517563,0.016052687,0.054981412,0.035088307,0.068515933,0.05727691,0.076978064,19.28164422,15.29534247,2
Comp_73,CdTbMnNiO6_C,Cd,Tb,Mn,Ni,2,4,8,8,4,2,6,6,1.1,0.88,0.53,0.69,0.99,0.61,0.844326415,-124.0920787,2.98256017,5.245887,5.359474,7.493583,90.316559,90.15638,89.367447,210.666753,P-1,2,P42/mmc,131,7.906,2.61,1.583,-0.044166667,0.326,0.271,9.638,0.273,6.662,1.308,0.373,0.6045,4.866,0.385,0.533,8.2225,1.562833333,3.426416667,-0.006968591,0.006968591,-0.046604093,-0.046604093,0.011976293,-0.011976334,-0.058707801,0.058707761,0.006968591,0.046604093,0.011976313,0.058707781,0.047122211,0.059916906,15.09872224,24.65171797,0
Comp_74,CdTbMnNiO6_L,Cd,Tb,Mn,Ni,2,4,8,8,4,2,6,6,1.1,0.88,0.53,0.69,0.99,0.61,0.844326415,-123.9103879,2.94527472,5.247865,5.365298,7.489165,90,90.055313,90,210.86752,P21,4,P4/nmm,129,7.901,2.557,1.6035,-0.039333333,0.318,0.258,9.639,0.28,6.687,1.3515,0.376,0.608,4.8655,0.3815,0.524,8.2185,1.563166667,3.425583333,-0.010539407,0.010539386,-0.045065384,-0.045065384,0.014320425,-0.014320445,0.061209783,0.061209763,0.010539397,0.045065384,0.014320435,0.061209773,0.046281397,0.062862637,14.76401227,19.48853172,1
Comp_75,CdTbMnNiO6_R,Cd,Tb,Mn,Ni,2,4,8,8,4,2,6,6,1.1,0.88,0.53,0.69,0.99,0.61,0.844326415,-124.0923741,2.9743601,5.234249,5.419645,7.431875,89.998085,90.004326,90.009666,210.825732,Pc,7,F-4 3m,216,7.919,2.567,1.619,-0.04175,0.314,0.264,9.643,0.276,6.665,1.3085,0.376,0.6115,4.867,0.382,0.526,8.224,1.563,3.425166667,-0.011203179,-0.011221225,-0.048898036,-0.048898036,0.015962115,0.016098271,-0.068598673,0.068582964,0.011212202,0.048898036,0.016030193,0.068590818,0.050167035,0.070439105,15.68514393,21.49036582,2
Comp_76,CdZrMnNiO6_C,Cd,Zr,Mn,Ni,2,4,8,8,4,2,6,6,1.1,0.84,0.53,0.69,0.97,0.61,0.83710995,-128.5885721,4.39681914,5.155865,5.432215,7.344307,90.435539,89.59832,89.653404,205.682822,P-1,2,P42/mmc,131,9.748,2.766,1.736,0.052166667,0.319,0.27,9.658,0.476,0.739,2.267,0.362,0.5835,4.8675,0.368,0.4905,8.236,1.560333333,3.451833333,-0.016061327,0.016061327,-0.064267511,-0.064267511,0.023658648,-0.023658689,-0.077004533,0.077004493,0.016061327,0.064267511,0.023658669,0.077004513,0.066244088,0.080556984,21.05265023,26.12505172,0
Comp_77,CdZrMnNiO6_L,Cd,Zr,Mn,Ni,2,4,8,8,4,2,6,6,1.1,0.84,0.53,0.69,0.97,0.61,0.83710995,-128.2024809,4.19471079,5.138411,5.366969,7.49392,90,89.627808,90,206.660626,P21,4,P4/nmm,129,9.731,2.744,1.7485,0.053,0.3335,0.28,9.644,0.4795,0.7685,2.27,0.363,0.577,4.8745,0.363,0.478,8.221,1.559916667,3.45275,0.004130013,-0.004130034,-0.03756045,-0.03756045,0.025410278,-0.025410298,0.081397773,0.081397753,0.004130024,0.03756045,0.025410288,0.081397763,0.03778683,0.085271792,20.79589781,24.54135283,1
Comp_78,DyCaMnNiO6_C,Dy,Ca,Mn,Ni,3,2,8,8,4,3,6,6,1.027,1.12,0.53,0.69,0.825,0.61,0.784790578,-140.576474,3.25155788,5.229088,5.440172,7.376693,89.896111,89.947136,89.473541,209.836529,P-1,2,P42/mmc,131,7.899,2.5735,1.5365,-0.03225,0.315,6.789,1.36,2.033,5.874,0.296,0.3765,0.612,4.8815,0.3955,0.5595,8.238,1.559333333,3.4465,-0.015531131,0.015531131,-0.065618069,-0.065618069,0.016097963,-0.016098003,-0.060952888,0.060952848,0.015531131,0.065618069,0.016097983,0.060952868,0.067431054,0.06304282,14.64933936,20.02435563,0
Comp_79,DyCaMnNiO6_L,Dy,Ca,Mn,Ni,3,2,8,8,4,3,6,6,1.027,1.12,0.53,0.69,0.825,0.61,0.784790578,-140.627494,3.27231194,5.213497,5.421021,7.432758,90,90.012054,90,210.068128,P21,4,P4/nmm,129,7.889,2.511,1.568,-0.0275,0.315,6.7925,1.353,2.033,5.872,0.2955,0.381,0.619,4.8875,0.392,0.551,8.2365,1.559583333,3.446583333,-0.01639367,0.01639365,-0.067532608,-0.067532608,0.013440561,-0.013440581,0.05723854,0.05723852,0.01639366,0.067532608,0.013440571,0.05723853,0.069493922,0.058795393,13.71563051,23.31008424,1
Comp_80,DyCaMnNiO6_R,Dy,Ca,Mn,Ni,3,2,8,8,4,3,6,6,1.027,1.12,0.53,0.69,0.825,0.61,0.784790578,-140.520335,3.25238872,5.219971,5.441069,7.382826,89.999275,89.95668,90.000061,209.688595,Pc,7,F-4 3m,216,7.894,2.551,1.55,-0.031,0.315,6.783,1.355,2.033,5.874,0.299,0.378,0.615,4.882,0.394,0.556,8.237,1.559333333,3.4465,-0.018596828,-0.018563731,-0.07093829,-0.07093829,0.013120831,0.013082717,-0.057056103,0.057040296,0.01858028,0.07093829,0.013101774,0.057048199,0.07333122,0.058533354,15.92289043,22.90648693,2
